Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
rpsF;priB;rpsR;rplI, 1218.0, , , , , , , 28250:3:4:0.46;55750:3:3:0.56044, , , 56750:1:1:0;49750:3:4:0.320755, , 10250:1:1:0;9250:1:1:0
rpsG;rpsL;tuf;fusA, 2719.7, , , , , , , 50250:1:1:0;40250:1:1:0;51750:1:1:0, 27250:2:3:0.97561, 4750:2:2:1, 41750:3:4:0.266667;45750:3:3:0.680556, 38750:1:1:0;8750:1:1:0, 55250:1:1:0;29750:1:1:0;6750:2:2:1;10250:1:1:0;16250:1:1:0
rpsO, 310.7, , , , , , , , , , , 8750:1:1:0, 
rpsU, 262.7, , , , , , , , , 47250:1:1:0, , , 
rpsV, 207.3, , , , , , , , , , 14250:1:1:0, , 41250:1:1:0
rrmJ, 589.3, , , , , , , , , , , , 
rsd, 465.0, , , , , , , , 24250:1:4:0.02, , 46250:1:1:0;18750:1:1:0, 23250:1:4:0;32250:1:1:0, 42750:3:4:0.10828
rseB;rseC;rseA;rpoE, 2184.0, , , 20750:1:1:0, , , 23250:1:1:0, 48750:1:1:0;38750:3:4:0.44;32250:1:1:0, 31250:1:1:0;8750:1:4:0.0243902, 49750:2:2:0.959016;47250:1:1:0;36750:1:1:0;50750:1:1:0, 53250:3:4:0.318182;29750:1:1:0, 34250:2:3:1;21250:1:4:0, 3250:1:1:0;7250:1:1:0;8750:1:1:0.00934579;56750:3:4:0.145299;9250:1:1:0
rsmC, 887.3, , , , , , , , , , 31250:1:1:0;48250:1:1:0;55250:1:1:0, 20250:1:1:0;13750:1:1:0, 9250:1:1:0.00606061
rspA;rspB, 1862.7, , , , , , 56250:3:6:0.442623, 53750:3:4:0.465517;57750:3:6:0.0493827, , 52750:2:2:0.957143, 25250:2:2:1, 15250:1:1:0;44250:1:1:0;58250:2:3:1;12250:1:1:0, 42750:3:4:0.0409836;16250:1:1:0;45750:3:4:0.12;750:1:1:0.00990099;13750:1:1:0
rstA;rstB, 1576.3, , , , , 56750:3:3:0.7, , 25750:2:2:1;52750:1:1:0;45750:1:1:0;58250:3:6:0.206897, 8250:2:3:0.954545, , 55250:1:1:0, 28750:1:1:0, 59750:3:4:0.0612245;22250:2:2:0.990654;24750:2:2:1
rsuA;bcr, 1606.0, , , , , , , 50250:1:1:0;34250:3:3:0.393939;39250:3:3:0.542169;26750:1:1:0, , 50750:1:1:0;53250:2:2:0.961538;49750:1:1:0;7250:1:1:0, 9250:2:2:1, 28750:1:1:0;51250:1:1:0, 17250:2:2:1;21750:2:2:1
rtcB;rtcA, 1825.0, , , , , , , 26250:2:2:1;47750:1:1:0, 12750:1:4:0.02;18250:2:3:1;14750:1:1:0;15250:1:1:0.0526316, 53250:1:1:0;50750:2:2:0.957895;48750:2:2:0.921875;35250:1:1:0, 59250:3:6:0.0888889;53250:3:3:0.763636, 15250:1:1:0;46250:1:1:0, 19750:1:1:0;18250:1:1:0.0357143;15750:1:1:0;5250:2:2:0.991736
rtcR, 1308.7, , , , , , , 29250:3:3:0.625, 18750:1:4:0, 48250:1:1:0;49750:1:1:0, , , 17750:1:1:0;45250:3:4:0.115702;40750:3:3:0.878261;32750:1:1:0
rumA;relA, 2827.0, 33250:1:1:0;37250:1:1:0;48250:1:1:0, , , 25750:1:1:0, , , 2750:1:1:0;32750:1:1:0, 2250:2:2:1, 36250:1:1:0;52750:1:1:0, , 2750:2:2:1;33250:1:1:0, 1750:1:1:0;24750:1:1:0;12250:1:1:0;39750:1:1:0.00775194;5250:2:2:1
rus;ybcN;ybcO;ninE;ylcG, 1185.3, , , , , 4750:2:2:1, , , 17750:1:1:0, , 34750:1:1:0, 39750:1:1:0;23250:1:1:0;22750:1:4:0, 36250:3:3:0.866197
ruvA;ruvB, 1340.0, , , , , , , 45250:3:3:0.508772, 15750:2:3:1, , 56250:1:1:0;48250:1:1:0, 7750:1:1:0, 6250:2:2:1
ruvC;ntpA;yebC, 1497.7, , , , , , , 30250:3:3:0.662921, , 34750:1:1:0, 32750:1:1:0;7250:2:2:1, 24750:2:3:1;18250:1:4:0, 15750:1:1:0;25750:1:1:0;48250:3:4:0.102564;34750:1:1:0
rzpR, 79.7, , , , , , , , , , , , 
sapD;sapF;sapA;sapB;sapC;ycjD, 4516.7, 5750:1:1:0, , 6250:2:2:1, 33750:1:4:0;24750:1:1:0;23750:1:1:0, , , 36750:1:1:0;26250:2:2:1, 8750:1:1:0.0344828;15750:1:1:0;17250:2:3:0.961538;3250:2:2:1;6250:1:4:0.0833333;10250:2:3:0.961538, 14750:1:1:0;36250:1:1:0;42250:1:1:0;41250:3:5:0.111111, 11750:2:2:1;4250:1:1:0;35250:3:3:0.714286;5750:1:1:0;36250:3:3:0.468085;19250:2:2:1, 10750:1:1:0;12250:1:1:0;15750:1:4:0;14250:2:2:1;15750:1:1:0;14750:1:1:0, 47250:1:1:0;19750:1:1:0.00854701;14750:1:1:0;14250:1:1:0;8750:1:1:0;750:1:1:0;29750:1:1:0;1750:2:3:0.966292
sbcB, 1211.7, , , , , , , , 9250:1:1:0, 56750:1:1:0;59250:1:1:0;40750:1:1:0;51250:3:5:0.820896, 34750:3:4:0.4, , 37750:1:1:0;4750:2:2:1;13750:1:1:0;14750:1:1:0;20750:1:1:0;44250:1:1:0;16250:1:1:0
sbcC;sbcD, 3419.0, , , , , , , 53750:1:1:0;53250:1:1:0;21250:3:4:0.244898;33750:3:3:0.592593;45750:3:4:0.567568, 10750:1:4:0, , , 31750:2:3:1, 19750:2:2:0.983051;30750:3:3:0.920455;13250:1:1:0;11250:1:1:0;15750:1:1:0;22250:2:2:1;36250:1:1:0;43750:1:1:0;30250:1:1:0
sbmA;yaiW, 1892.7, , , , , , , 54250:1:1:0, 27750:1:1:0, 42250:2:2:0.908257, 45250:1:1:0, 28750:2:3:1;10250:1:1:0;4250:1:1:0;41250:1:1:0, 6250:2:2:0.988095;7250:1:1:0.00892857;29250:1:1:0
sbmC, 468.0, , , , , , , , 25250:2:3:1, , , , 
sbp, 864.7, , , , , , , , 16750:2:3:0.981132, , , , 15250:1:1:0.00636943;13750:1:1:0;24250:2:2:1;19750:2:2:0.989796
sdaA, 1143.0, , , , , , , , , 43250:2:2:0.959596, 34750:1:1:0;58750:3:4:0.244444, 16750:1:1:0;46250:1:1:0, 52250:1:1:0;20250:1:1:0;16250:1:1:0
sdhA;sdhC;sdhB;sdhD, 2566.0, , , , , , , 43250:3:4:0.464286;32750:1:1:0, 12250:1:1:0, , 50250:1:1:0, 41250:1:1:0;10250:2:2:1, 8250:2:2:1;7250:1:1:0;32250:3:4:0.0740741
secA;yacA, 2634.0, , , , , , , 29250:1:1:0, 20750:1:4:0;35250:2:3:0.925926;3250:1:1:0, , 12750:2:2:1;56250:3:1:0.0526316, 53250:2:3:1;14250:1:1:0;45750:1:1:0;11750:2:2:1;17250:2:3:1, 750:1:1:0;8750:1:1:0;32250:3:4:0.109375;59750:1:1:0;10250:1:1:0;1750:1:1:0;8250:1:1:0;21750:2:2:0.991228
secG, 364.0, , , , , , , , , , , 8250:2:2:1, 3250:1:1:0
selA;selB, 2570.7, , , , , , , 39250:1:1:0;51750:1:1:0, 25750:2:3:0.952381, 44250:2:2:0.926829;41750:1:1:0, 16250:2:2:1;10250:1:1:0, 10250:1:1:0.0285714, 31750:1:1:0;8250:2:2:1;11750:1:1:0
selD;topB, 2406.3, 38250:1:1:0;6250:1:1:0, , , , , , 34250:3:3:0.5;27750:1:1:0, 28250:1:1:0;29250:1:1:0, 43250:2:2:0.926606;51250:3:5:0.6, 29750:1:1:0;56250:3:4:0.346939;49750:1:1:0, , 49750:3:4:0.0347826;62250:3:6:0.417722;15750:1:1:0;19250:1:1:0.0140845;27250:3:4:0.132075
seqA;pgm, 1780.0, , , , , , , 30750:1:1:0;30250:3:3:0.492537, , 47250:1:1:0.00952381, , 41250:1:1:0;41250:1:1:0;14250:2:2:1;33250:1:1:0, 1750:1:1:0;40250:1:1:0;39250:1:1:0;8250:2:2:1
serA, 1062.0, , , , , , , 54750:3:3:0.351852, , 49750:2:2:0.931624, , 57750:1:1:0, 
setA, 998.3, , , , , , , 37250:3:3:0.602564, 23750:1:4:0, 20750:2:2:0.992537, , 45750:1:1:0;17250:2:3:1, 35250:3:3:0.923077;5250:1:1:0;4250:1:1:0
setB, 993.0, , , , , , , 56250:3:3:0.596154;40750:1:1:0, 28250:1:1:0;20750:1:4:0, 53250:1:1:0.0192308, , , 53250:1:1:0;29750:1:1:0;21250:2:2:0.986842;28750:2:3:0.925926;45250:3:4:0.0795455
sfcA, 1415.0, , , , , , , , 30750:2:3:0.981481;14750:1:1:0, , 10250:1:1:0;10250:2:2:1;7750:2:2:0.967742;39250:3:4:0.171429, 44250:2:3:1, 36750:1:1:0;19750:2:2:0.988889;1250:3:4:0.106667;24750:2:2:1;16750:2:2:0.990654;44250:1:1:0;27750:1:1:0
sfmA, 510.7, , , , , , , , , , 49750:1:1:0;55750:3:4:0.276923, 13250:1:1:0;11750:2:2:1;38750:1:1:0, 34250:3:4:0.0918919
sfmD;sfmF;sfmH;sfmC, 3883.0, , , , , , , 39750:1:1:0;28750:3:3:0.592233;49250:1:1:0;41250:1:1:0;52250:3:3:0.483146;41250:1:1:0;25750:2:2:1, 5750:1:4:0;29250:1:1:0, 40250:1:1:0.0547945;51750:3:5:0.925373;45250:1:1:0;57250:3:5:0.883333, 45750:3:3:0.615385;55250:1:1:0, 14250:2:2:1;38750:1:1:0;8750:1:1:0.037037;11250:2:2:1;9250:1:1:0, 60250:3:4:0.0797546;4750:2:2:0.991935;3250:1:1:0.00613497;48250:3:4:0.056962;43750:1:1:0;60750:3:6:0.131579;27750:1:1:0;4750:2:2:1;18750:1:1:0;4750:1:1:0.00680272;8250:1:1:0;12250:2:2:1
sgaU;ulaA;sgaE;sgaB;ptxA;sgaH, 3511.7, , , , , , , 49750:3:4:0.459016;41250:3:3:0.5;50250:3:4:0.393939;48250:1:1:0, 18250:1:1:0;28750:1:1:0, 48750:1:1:0;40750:1:1:0;45250:1:1:0;57250:3:5:0.899083, 50250:3:4:0.363636, 24250:1:1:0;8250:1:1:0;7250:2:2:1;9250:1:1:0;23750:2:3:1, 12250:2:2:0.991667;5750:1:1:0;5750:1:1:0.0138889;4750:2:2:1;35250:1:1:0;27250:3:3:0.885714;60250:3:4:0.111111;1750:1:1:0;60750:3:6:0.11;20250:2:2:1;4750:2:2:1
sgcC;sgcB;sgcQ;sgcX, 2879.3, 29750:1:1:0;30250:1:1:0, , , 55250:3:6:0.727273, , , 28250:1:1:0;54250:3:4:0.333333;40750:1:1:0;39250:3:3:0.516129;21250:3:4:0.494118, 9750:1:1:0;25750:1:1:0;35750:1:1:0;15750:2:2:1, , 27750:1:1:0;29750:1:1:0;25250:1:1:0;12750:2:2:1, 14750:2:2:1;7750:1:1:0;7750:1:1:0;40750:1:1:0;43750:1:1:0;29750:1:1:0;29750:1:1:0;35750:2:3:1, 4250:1:1:0;16250:1:1:0;27750:1:4:0.0265487;27750:1:1:0.016;37750:1:1:0;8750:1:1:0.00740741;42250:1:1:0.00653595;42250:1:1:0;39750:1:4:0;1750:1:1:0;24750:2:2:1
sgcE;sgcR;sgcA, 1556.3, , , , , , , 47750:3:4:0.340426;51750:1:1:0, , , 29250:1:1:0;9750:1:1:0;23250:2:2:1, 32250:1:1:0;14750:1:1:0, 45750:3:4:0.399015;12250:2:2:1;60750:1:6:0.0138889;14750:1:1:0;42750:1:1:0;60750:3:6:0.0289855;12750:2:2:1;42250:1:1:0
shiA;amn, 2307.0, , , , , , , 45250:1:1:0;9750:1:1:0;28250:3:3:0.56044;37750:1:1:0;59250:3:6:0.126316, 23250:1:1:0;21250:1:1:0, 44750:2:2:0.94152, 42750:3:4:0.391892;53250:3:3:0.547945;28750:1:1:0, 23750:2:3:1;39250:1:1:0, 10250:2:2:1;9250:1:1:0;53250:1:1:0;16750:1:1:0.00840336;26750:1:1:0;43250:1:1:0
sieB, 485.7, , , , , , , , , , , , 30250:1:1:0;45750:3:4:0.0416667;20250:1:1:0;11750:1:1:0.00909091
sirA, 291.3, , , , , , , 50750:1:1:0, , , , , 32750:1:1:0;4750:2:2:1
sixA, 473.3, , , , , , , , , , , , 
slmA, 553.7, , , , , , , 49750:3:4:0.44;41250:3:3:0.584158, , , , , 9250:2:2:1
slp, 543.0, , , , , , , 32250:1:1:0, , 53250:3:5:0.219512, 16750:2:2:1, , 
slt, 1597.3, , , , , , , 53250:1:1:0.0178571;44750:3:4:0.434783, 21250:2:3:0.952381, 51750:1:1:0, , 7250:2:2:1;13750:2:2:1;25750:1:4:0;17250:2:3:1, 1750:1:1:0;8250:1:1:0;9750:1:1:0;25750:2:2:0.977011;48250:3:6:0.674419;3750:1:1:0
slyA, 447.0, , , , , , , , 3250:1:1:0;10250:2:3:0.97561, , 22250:2:2:1, , 
slyB, 446.7, , , , , , , , 17250:2:3:0.981818, , , , 
slyD, 554.7, , , , , , , , 24250:1:4:0.106383, 51250:3:5:0.877778, , , 42750:3:4:0.0695652
slyX, 268.0, , , , , , , 32750:1:1:0, , , , 17250:1:4:0, 20250:1:1:0.00680272
smp;lplA;ECB_04261, 1634.0, , , , , , , 51750:1:1:0;48250:1:1:0;35250:3:3:0.555556, 19250:1:1:0;9250:1:1:0, 56750:1:1:0, 38250:1:1:0, 33250:1:1:0;10250:1:1:0;47750:1:1:0;27750:1:1:0, 43750:1:1:0;10250:2:2:1;13750:2:2:1;24750:2:2:1
smpA, 218.7, , , , , , , 28250:1:1:0, , , 32750:2:2:1, 39250:1:1:0, 
smpB, 405.0, , , , , , , , , , 25250:2:2:1, 10250:1:1:0, 
sms;serB;nadR, 2818.0, 26750:1:1:0;18250:1:1:0;23250:1:4:0.0467836;23250:1:4:0.0419162;23250:1:4:0.0481928;31250:1:1:0;30250:2:3:0.982759, 5250:2:2:1, 2750:2:2:1, , 750:2:2:1, 4250:3:3:0.607143;9750:3:4:0.324324, 27750:3:4:0.321429;32750:1:1:0;9250:2:2:1, 18250:1:1:0;19250:1:4:0;2750:2:2:1, 43250:2:2:0.898551;7750:1:1:0.008;6750:1:1:0;9250:2:2:0.990741, 49250:1:1:0;47250:1:1:0;6750:1:1:0;8250:2:2:1;47250:1:1:0, 14250:2:2:1;16250:2:3:1;16250:1:1:0;5250:2:2:1;15750:1:1:0;17250:1:1:0, 13750:2:2:0.986301;33750:1:1:0.0131579;8250:1:1:0;7750:1:1:0;5750:2:2:1;4750:1:1:0;27750:1:1:0
sodA, 578.3, , , , , , , , , , , , 
sodB, 547.0, , , , , , , 26750:1:1:0, 57750:3:6:0.413793;23750:1:4:0, , 56750:1:1:0;43750:3:4:0.333333, , 6250:1:1:0.00657895
sohA, 360.3, , , , , , , , , 51250:1:1:0, , , 
sohB, 913.3, , 42250:1:1:0, , , , , , 8250:1:4:0.0526316, , , 40750:1:1:0;26750:1:1:0, 
sotB, 995.7, , , , , , , 36750:1:1:0;44250:1:1:0, , 36750:1:1:0, 29250:1:1:0, , 33250:3:4:0.0631579;9750:1:1:0;9750:1:1:0;10250:2:2:1
soxR, 355.0, , , , , , , , , , , , 12750:1:1:0
soxS, 333.3, , , , , , , , , 43750:1:1:0, 40750:1:1:0, , 
speB, 806.3, , , , , , , , , , , 42250:1:1:0, 46250:3:4:0.0909091
speC, 1739.0, 34750:1:4:0.057971, , , , , , 28750:1:1:0;30250:3:3:0.728571;54250:3:4:0.456522, 35750:2:3:0.97619;28250:1:1:0;4750:1:1:0, 56750:1:1:0;56750:3:5:0.864583, 50750:3:3:0.648649, , 35250:1:1:0;10250:1:1:0
speD;speE, 1410.3, , , , , , , 35250:3:4:0.458824, 14750:1:4:0.0338983, 37750:1:1:0.0625, , 27250:2:3:1;45750:1:1:0.0454545, 14250:1:1:0;28750:3:4:0.0689655;16250:1:1:0;1750:1:1:0
speF;potE, 2860.3, , , , , , , 45250:3:3:0.465909, 37750:1:1:0;8750:1:4:0.0638298;19250:1:1:0;18250:1:1:0, 43750:1:1:0;49250:1:1:0;57750:3:5:0.0888889, 8750:1:1:0;45750:3:3:0.742857, 24750:1:1:0;41250:1:1:0;33250:1:1:0.0294118;25250:2:3:0.941176;16750:3:4:0.0847458;43750:1:1:0, 6750:1:1:0;4750:2:2:0.990099;40250:1:1:0;12250:1:1:0;11750:1:1:0;10750:2:2:0.978873
speG;ynfB, 777.0, , 6250:2:2:1, , , , , 38250:3:4:0.307087;43250:1:1:0, 17250:1:1:0, 56750:1:1:0;39250:1:1:0;56750:1:1:0;37250:1:1:0, 7250:2:2:1;24750:1:1:0, , 28250:3:4:0.0839695;9250:1:1:0;24250:1:1:0;27750:1:1:0;6250:2:2:1;4750:2:2:0.986667
sppA, 1478.0, , , , , , , 26250:2:2:1, , , 53750:3:3:0.709677;13250:1:1:0;53750:1:1:0;19750:1:1:0, 27250:1:1:0, 15750:1:1:0;23250:1:1:0
spr, 536.3, 46250:1:1:0, , , 47250:1:4:0, , , , , 44250:2:2:0.868852, 19750:2:2:1;37750:1:1:0, , 
sprT;galP, 1613.3, , , , , , , 43250:3:4:0.426667;41250:1:1:0, , , 18250:1:1:0;32750:1:1:0;55750:3:6:0.142857;33250:1:1:0;13250:1:1:0, 29750:2:2:1, 41750:3:4:0.0442478;7250:1:1:0.01;41250:1:1:0.00854701;14750:1:1:0
spy, 482.0, , , , , , , , , , , , 27750:3:3:0.924812;60750:3:4:0.0373134
srlB;srlA;srlE;srlD, 2131.3, , , , , , , 30250:1:1:0, 16750:2:3:0.972973;13750:1:1:0, 56750:3:5:0.884615, 26250:2:2:1;37750:3:3:0.434783;45250:3:3:0.683333, 58250:3:6:0.84;53250:2:3:1;42250:2:3:1;7250:2:2:1;40750:2:3:1, 13750:2:2:1;19750:2:2:1;15750:1:1:0;750:1:1:0;750:1:1:0;25750:2:2:1;750:1:1:0;17750:1:1:0
srlR;gutM, 1035.3, , , , , , , 47250:1:1:0, , 48750:2:2:0.966387;38750:1:1:0.0325203, 38250:1:1:0, 29750:1:1:0, 30750:1:1:0.017094;8750:1:1:0;10250:2:2:1
srmB, 1043.3, , , , , , , 42250:1:1:0, , , 41250:3:4:0.448276, 18750:1:1:0, 54750:1:1:0.00819672
ssb, 509.7, , , , 15250:1:1:0, , , 41250:1:1:0, , , 36250:1:1:0;20250:2:2:1, 17250:1:1:0, 
sseA, 742.3, , , , , , , 59250:3:6:0.174603, 36250:2:3:0.944444;19250:1:4:0.0434783, 48750:1:1:0, 35250:1:1:0, 25250:1:1:0, 8750:1:1:0
sseB, 667.3, , , , , , , , 17750:1:1:0;7750:1:4:0.0666667, 40250:1:1:0, 55250:1:1:0, , 
sspB;sspA, 988.3, , , , , , , , 3750:1:1:0, 37750:1:1:0;28250:1:1:0, , 19250:1:4:0, 35750:3:3:0.905263;18750:1:1:0;38750:1:1:0;17250:2:2:0.992366
ssuE;ssuD;ssuA;ssuC;ssuB, 3379.7, 53750:1:1:0, , , , , , 49750:3:3:0.472727;28750:1:1:0;45750:3:3:0.617978, 23750:2:3:1;19250:1:4:0, , 56250:3:6:0.470588;16250:2:2:0.97619, 25250:1:4:0;33250:1:1:0, 38750:1:1:0;60750:3:4:0.0782609;47250:1:1:0;21750:2:2:1;22750:1:1:0;40250:3:3:0.911504;53750:3:6:0.186441
stfR;ECB_01506;ECB_01507, 1280.0, , , , , , , , 15750:1:1:0, , 9750:1:1:0, , 
stpA, 417.0, , , , , , , 52250:1:1:0, , 43250:2:2:0.92, , 17250:1:1:0;14750:2:2:1, 1250:1:1:0;61250:3:6:0.166667
sucA;sucB, 3188.0, , 43250:2:2:1, , , , , 56250:3:4:0.341463;49750:1:1:0;32750:1:1:0;32250:1:1:0;28750:1:1:0;32750:1:1:0;41750:1:1:0;21750:2:2:1;31250:1:1:0, 12750:1:1:0;11750:1:1:0;49750:1:1:0, 56750:1:1:0;49250:1:1:0;52250:1:1:0;55750:3:5:0.923077, 29250:1:1:0, 20750:2:3:1;16750:1:4:0;29750:2:3:1;9750:1:1:0;17250:2:3:1;35250:1:1:0, 8750:1:1:0;10750:1:1:0.00819672;42750:1:4:0.00934579;43250:1:1:0;10750:1:1:0;3250:1:1:0;8750:1:1:0.015748;7750:1:1:0;10750:2:2:0.991071
sucC;sucD, 1636.3, , , , , 56750:1:1:0, , 30250:1:1:0;26750:1:1:0, 22250:1:4:0, , 24250:1:1:0, , 5750:2:2:1
sufB;sufC;sufA;sufD;sufE;sufS, 4358.0, , , , , , , 41250:1:1:0;28250:3:4:0.305556;30250:3:3:0.56962, 27750:1:1:0, 44250:2:2:0.909774;48750:1:1:0;52250:1:1:0, 47750:3:4:0.287671;42750:3:4:0.3, 15750:1:1:0;35750:1:1:0;28250:1:1:0, 47250:2:3:0.927711;23750:1:1:0.0175439;35250:3:3:0.907216;26750:3:4:0.0707965;42750:3:4:0.0894309;16750:1:1:0;26750:2:3:0.95;26750:3:4:0.0437956;25750:1:1:0
sugE;ampC;frdB;frdC;frdD;frdA;blc, 4449.0, 52250:1:1:0, , , , 4250:3:3:0.873016, , 52750:1:1:0;28750:3:3:0.481481;42750:3:3:0.555556;28750:1:1:0;35750:1:1:0;30250:1:1:0, 6750:1:1:0;28250:1:1:0;13250:2:3:1;17750:1:4:0, 53250:1:1:0.0102041;42250:2:2:0.95283;41250:1:1:0;38750:1:1:0, 7250:2:2:1;43250:1:1:0;9750:1:1:0;17250:2:2:1;50250:1:1:0, 12750:1:1:0;35250:2:3:1;20750:2:3:1;47750:2:3:1;17250:2:2:0.96875;3250:1:4:0;15250:1:1:0;41250:2:3:1, 7250:1:1:0;25750:2:2:0.993789;4250:1:1:0;27750:1:1:0.00595238;7250:1:1:0.00689655;35250:1:1:0;30750:1:1:0.00961538;3250:1:1:0;11250:1:1:0.00833333;39250:1:1:0;1750:1:1:0;31250:3:3:0.921569;25250:2:2:0.988889;9750:1:1:0
suhB, 627.7, , , , , , , , 39750:1:1:0.02;9750:1:1:0, , , 33250:1:1:0;25750:1:1:0, 27250:1:1:0
sulA, 502.0, 53250:1:1:0.00985222;17750:1:1:0.0103627, , , , , , 41250:1:1:0, , 53750:3:5:0.0173913;50250:2:2:0.945455, , 35750:1:1:0;46750:1:1:0;32750:1:1:0;45750:1:1:0, 37250:1:1:0;3750:2:2:1;40750:3:3:0.913978
surE;ftsB;pcm;ispD;ygbO;ispF, 3144.7, 27250:2:3:0.954545, , , , , , 27250:1:1:0, 19750:1:4:0;9250:1:4:0;31250:1:1:0.0217391, 48750:1:1:0, 34750:1:1:0;46250:1:1:0;8750:2:2:1;9250:1:1:0, 43750:1:1:0;32750:1:1:0;8250:2:2:1;10250:1:1:0;30750:1:1:0;29750:1:1:0;11750:1:1:0;16250:2:3:1;43750:1:1:0, 17750:1:1:0;750:1:1:0;8250:2:2:0.977778;7750:1:1:0;10250:1:1:0;1750:1:1:0;19750:1:1:0
syd, 496.0, , , , , , , , 38750:1:1:0, , , , 43750:1:1:0
tRNA:argU, 132.0, , , , , , , , , , , , 
tRNA:argW, 150.0, , , , , , , , , , , , 
tRNA:argX, 177.0, , , , , , , 32750:1:1:0, , , , , 
tRNA:cysT, 75.0, , , , , , , , , , , , 
tRNA:glyT, 175.0, , , , , , , 43750:1:1:0, , , , , 
tRNA:glyU, 75.0, , , , , , , , , , , , 
tRNA:hisR, 134.0, , , , , , , , , , , , 
tRNA:ileX, 100.0, , , , , , , , , , , , 
tRNA:leuU, 88.0, , , , , , , , , , , , 
tRNA:leuW, 86.0, , , , , , , , , , , , 
tRNA:leuX, 180.0, , , , , , , , , , , , 12250:2:2:0.988636
tRNA:leuZ, 88.0, , , , , , , , , , , , 
tRNA:proK, 45.0, , , , , , , , , , , , 
tRNA:proL, 151.0, , , , , , , 26250:2:2:1, , , , , 
tRNA:proM, 119.0, , , , , , , 56250:3:4:0.325, , , , , 
tRNA:selC, 191.0, , , , , , , , , , 20250:1:1:0, , 49250:1:1:0
tRNA:serT, 89.0, , , , , , , , , , , , 
tRNA:serU, 91.0, , , , , , , , , , , , 
tRNA:serV, 94.0, , , , , , , , , , , , 
tRNA:thrT, 37.0, , , , , , , , , , , , 
tRNA:thrU, 176.0, , , , , , , 55750:3:3:0.616438, , 53250:3:5:0.0245902, , , 
tRNA:thrV, 38.0, , , , , , , , , , , , 
tRNA:thrW, 176.0, , , , , 15750:1:1:0, , , , , , 21250:1:4:0, 24750:2:2:0.983193
tRNA:trpT, 83.0, , , , , , , , , , , , 
tRNA:valV, 134.0, , , , , , , , 32750:1:1:0, , , , 
tRNA:valW, 36.0, , , , , , , , , , , , 
tag, 503.3, , , , , , , , , , , 27750:1:1:0, 36250:1:1:0
talA;tktB, 2386.7, , 39250:2:2:1, , , , , 39750:1:1:0;25750:2:2:1;30250:3:3:0.535211;57750:3:6:0.155172;27250:1:1:0, , 46250:1:1:0;45750:1:1:0;47250:1:1:0, 41750:1:1:0;19750:2:2:1, 33750:1:1:0;23250:1:4:0;45750:1:1:0, 13750:1:1:0;47750:1:1:0;8250:2:2:0.990196;24750:1:1:0;51750:1:1:0;24750:1:1:0;40750:1:1:0;25250:2:2:1
tap;tar;cheZ;cheY;cheB;cheR, 4935.7, , , , 37250:2:3:1, , , 27250:1:1:0;39750:1:1:0;43750:3:3:0.446429;32750:3:3:0.507463;40750:3:3:0.538462, 37750:1:1:0;15750:1:1:0;31750:2:6:0.888889;12750:1:1:0;28250:2:3:1, 56750:2:2:0.923077;45750:1:1:0;48750:2:2:0.91954;56250:2:2:0.956522, 43750:3:4:0.307692;45750:1:1:0;56250:1:1:0;17750:1:1:0;48250:3:4:0.306122;35250:3:3:0.677419;48250:3:3:0.680851;36250:3:3:0.513514, 10250:2:2:1;15250:2:3:1;28750:2:3:1;8250:1:1:0;22250:1:1:0;12250:2:2:1;14750:1:1:0;10750:1:1:0, 6250:2:2:0.984615;10750:1:1:0;9250:1:1:0;55250:1:1:0;9250:1:1:0;41250:2:3:0.936508;43750:1:1:0;750:1:1:0;4250:1:1:0;14250:1:1:0;16750:1:1:0;21750:2:2:0.991803;10250:2:2:1;37250:3:3:0.835294;10750:2:2:0.989247;43750:3:4:0.102564;10750:2:2:1;2250:1:1:0;47750:1:1:0;40750:3:3:0.920792
tas, 893.7, , , , , , , , , , 21250:2:2:1;23250:1:1:0;21250:2:2:1, , 16750:2:2:1;29250:3:4:0.0983607;36750:1:1:0;15250:1:1:0
tatA;tatC;tatB, 1272.7, , , , , , 39750:1:1:0, 49250:3:4:0.434783;28250:1:1:0, 20250:2:3:0.936508, , , , 33250:1:1:0
tatD;rfaH, 1118.7, , , , , , , 53250:1:1:0, 12250:1:4:0.0408163, , , , 21750:2:2:1;17750:1:1:0;9250:2:2:1;60750:3:4:0.0946746
tatE, 255.3, , , , , , , , , , , , 
tauB;tauC;tauA;tauD, 2666.7, , , , , , , 33250:1:1:0, 9250:1:1:0;37750:1:1:0, , 45750:3:3:0.741935;25250:1:1:0, 5750:2:2:1;40750:2:3:1;25750:1:1:0;7250:2:2:1;31750:1:1:0;39250:1:1:0, 7250:1:1:0;5250:1:1:0;16750:2:2:1;6750:1:1:0;37250:1:1:0;16250:1:1:0;8750:1:1:0;22750:1:1:0
tbpA;yabJ;thiP, 2591.7, , , , , , , 56250:3:3:0.515152;44250:3:4:0.45;27250:1:1:0;26750:3:3:0.666667;42250:1:1:0, 39750:1:1:0;24250:1:4:0.0144928;28250:1:1:0;29750:1:1:0;37750:1:1:0, 41750:1:1:0;50750:1:1:0, 39250:3:4:0.413043;50250:3:4:0.173913, 11250:2:2:1;14250:2:2:0.967742;42250:2:3:1, 26750:1:1:0;4750:1:1:0;750:1:1:0;3250:1:1:0;9250:2:2:1;20250:2:2:1;28750:2:3:0.931624
